Date,Median_Listing_Price,State
2014-05,226900,Arizona
2014-05,143400,Arkansas
2014-05,424900,California
2014-05,306000,Colorado
2014-05,280000,Connecticut
2014-05,259890,Delaware
2014-05,450000,District of Columbia
2014-05,209500,Florida
2014-05,187990,Georgia
2014-05,510000,Hawaii
2014-05,194500,Idaho
2014-05,187925,Illinois
2014-05,138500,Indiana
2014-05,139900,Iowa
2014-05,145000,Kansas
2014-05,148500,Kentucky
2014-05,170000,Louisiana
2014-05,199900,Maine
2014-05,281236,Maryland
2014-05,359000,Massachusetts
2014-05,137500,Michigan
2014-05,199900,Minnesota
2014-05,156600,Mississippi
2014-05,145850,Missouri
2014-05,272500,Montana
2014-05,149900,Nebraska
2014-05,2.00E+05,Nevada
2014-05,239900,New Hampshire
2014-05,299000,New Jersey
2014-05,207000,New Mexico
2014-05,325000,New York
2014-05,199900,North Carolina
2014-05,134900,Ohio
2014-05,150000,Oklahoma
2014-05,259900,Oregon
2014-05,180900,Pennsylvania
2014-05,259900,Rhode Island
2014-05,189900,South Carolina
2014-05,174900,South Dakota
2014-05,174900,Tennessee
2014-05,214895,Texas
2014-05,249000,Utah
2014-05,238500,Vermont
2014-05,264950,Virginia
2014-05,274950,Washington
2014-05,150000,West Virginia
2014-05,165000,Wisconsin
2014-05,229900,Wyoming
2014-06,174900,Alabama
2014-06,255900,Alaska
2014-06,226000,Arizona
2014-06,145000,Arkansas
2014-06,428888,California
2014-06,314950,Colorado
2014-06,284900,Connecticut
2014-06,259900,Delaware
2014-06,449900,District of Columbia
2014-06,205000,Florida
2014-06,190000,Georgia
2014-06,508000,Hawaii
2014-06,197000,Idaho
2014-06,189900,Illinois
2014-06,139900,Indiana
2014-06,140000,Iowa
2014-06,145000,Kansas
2014-06,149900,Kentucky
2014-06,171900,Louisiana
2014-06,199900,Maine
2014-06,284900,Maryland
2014-06,354900,Massachusetts
2014-06,139900,Michigan
2014-06,2.00E+05,Minnesota
2014-06,158000,Mississippi
2014-06,145000,Missouri
2014-06,274000,Montana
2014-06,150000,Nebraska
2014-06,207990,Nevada
2014-06,244500,New Hampshire
2014-06,299000,New Jersey
2014-06,207000,New Mexico
2014-06,329000,New York
2014-06,199900,North Carolina
2014-06,135500,Ohio
2014-06,151227,Oklahoma
2014-06,268500,Oregon
2014-06,181240,Pennsylvania
2014-06,259900,Rhode Island
2014-06,189900,South Carolina
2014-06,175800,South Dakota
2014-06,174900,Tennessee
2014-06,210000,Texas
2014-06,249900,Utah
2014-06,239000,Vermont
2014-06,265900,Virginia
2014-06,279500,Washington
2014-06,154000,West Virginia
2014-06,169900,Wisconsin
2014-06,234900,Wyoming
2014-07,174900,Alabama
2014-07,250000,Alaska
2014-07,225000,Arizona
2014-07,145000,Arkansas
2014-07,429000,California
2014-07,314900,Colorado
2014-07,279900,Connecticut
2014-07,257990,Delaware
2014-07,449250,District of Columbia
2014-07,214900,Florida
2014-07,189900,Georgia
2014-07,515000,Hawaii
2014-07,199000,Idaho
2014-07,189700,Illinois
2014-07,139900,Indiana
2014-07,139900,Iowa
2014-07,144900,Kansas
2014-07,149900,Kentucky
2014-07,170000,Louisiana
2014-07,199900,Maine
2014-07,280000,Maryland
2014-07,349900,Massachusetts
2014-07,139900,Michigan
2014-07,2.00E+05,Minnesota
2014-07,157500,Mississippi
2014-07,145000,Missouri
2014-07,274500,Montana
2014-07,149900,Nebraska
2014-07,209000,Nevada
2014-07,243250,New Hampshire
2014-07,299000,New Jersey
2014-07,206000,New Mexico
2014-07,320000,New York
2014-07,199900,North Carolina
2014-07,134900,Ohio
2014-07,152280,Oklahoma
2014-07,270000,Oregon
2014-07,179900,Pennsylvania
2014-07,265900,Rhode Island
2014-07,189900,South Carolina
2014-07,178950,South Dakota
2014-07,174900,Tennessee
2014-07,211900,Texas
2014-07,249900,Utah
2014-07,235000,Vermont
2014-07,265000,Virginia
2014-07,279900,Washington
2014-07,154000,West Virginia
2014-07,169900,Wisconsin
2014-07,234900,Wyoming
2014-08,171900,Alabama
2014-08,250000,Alaska
2014-08,225000,Arizona
2014-08,145000,Arkansas
2014-08,425000,California
2014-08,315000,Colorado
2014-08,274900,Connecticut
2014-08,259900,Delaware
2014-08,436750,District of Columbia
2014-08,215000,Florida
2014-08,189000,Georgia
2014-08,520000,Hawaii
2014-08,198945,Idaho
2014-08,185900,Illinois
2014-08,138900,Indiana
2014-08,139900,Iowa
2014-08,139900,Kansas
2014-08,149600,Kentucky
2014-08,175000,Louisiana
2014-08,199900,Maine
2014-08,279000,Maryland
2014-08,349000,Massachusetts
2014-08,139900,Michigan
2014-08,199900,Minnesota
2014-08,157500,Mississippi
2014-08,144000,Missouri
2014-08,269900,Montana
2014-08,150000,Nebraska
2014-08,216000,Nevada
2014-08,239900,New Hampshire
2014-08,295000,New Jersey
2014-08,208990,New Mexico
2014-08,319000,New York
2014-08,199900,North Carolina
2014-08,132900,Ohio
2014-08,154000,Oklahoma
2014-08,269900,Oregon
2014-08,175000,Pennsylvania
2014-08,259900,Rhode Island
2014-08,189000,South Carolina
2014-08,177500,South Dakota
2014-08,174900,Tennessee
2014-08,218000,Texas
2014-08,249980,Utah
2014-08,230000,Vermont
2014-08,264900,Virginia
2014-08,279950,Washington
2014-08,150000,West Virginia
2014-08,169900,Wisconsin
2014-08,237000,Wyoming
2014-09,169900,Alabama
2014-09,249000,Alaska
2014-09,225990,Arizona
2014-09,145000,Arkansas
2014-09,419900,California
2014-09,317900,Colorado
2014-09,274500,Connecticut
2014-09,261307,Delaware
2014-09,450000,District of Columbia
2014-09,216300,Florida
2014-09,185500,Georgia
2014-09,515000,Hawaii
2014-09,198990,Idaho
2014-09,184900,Illinois
2014-09,136000,Indiana
2014-09,138900,Iowa
2014-09,139500,Kansas
2014-09,149900,Kentucky
2014-09,175000,Louisiana
2014-09,199500,Maine
2014-09,279000,Maryland
2014-09,349000,Massachusetts
2014-09,138000,Michigan
2014-09,199900,Minnesota
2014-09,156500,Mississippi
2014-09,143000,Missouri
2014-09,273000,Montana
2014-09,149900,Nebraska
2014-09,219500,Nevada
2014-09,239900,New Hampshire
2014-09,295000,New Jersey
2014-09,207500,New Mexico
2014-09,319000,New York
2014-09,199900,North Carolina
2014-09,129999,Ohio
2014-09,153000,Oklahoma
2014-09,269000,Oregon
2014-09,175000,Pennsylvania
2014-09,259000,Rhode Island
2014-09,189900,South Carolina
2014-09,178900,South Dakota
2014-09,173500,Tennessee
2014-09,215106,Texas
2014-09,250000,Utah
2014-09,229900,Vermont
2014-09,264500,Virginia
2014-09,279900,Washington
2014-09,149900,West Virginia
2014-09,169000,Wisconsin
2014-09,242000,Wyoming
2014-10,169900,Alabama
2014-10,249000,Alaska
2014-10,228000,Arizona
2014-10,145000,Arkansas
2014-10,415000,California
2014-10,319000,Colorado
2014-10,274000,Connecticut
2014-10,259000,Delaware
2014-10,460000,District of Columbia
2014-10,215000,Florida
2014-10,184900,Georgia
2014-10,499000,Hawaii
2014-10,197000,Idaho
2014-10,180000,Illinois
2014-10,134900,Indiana
2014-10,137500,Iowa
2014-10,139000,Kansas
2014-10,149900,Kentucky
2014-10,175000,Louisiana
2014-10,199000,Maine
2014-10,274900,Maryland
2014-10,349900,Massachusetts
2014-10,134900,Michigan
2014-10,199900,Minnesota
2014-10,155000,Mississippi
2014-10,140000,Missouri
2014-10,270000,Montana
2014-10,146900,Nebraska
2014-10,219700,Nevada
2014-10,239900,New Hampshire
2014-10,289900,New Jersey
2014-10,2.00E+05,New Mexico
2014-10,319990,New York
2014-10,199000,North Carolina
2014-10,129900,Ohio
2014-10,150000,Oklahoma
2014-10,264990,Oregon
2014-10,177500,Pennsylvania
2014-10,254000,Rhode Island
2014-10,190185,South Carolina
2014-10,175000,South Dakota
2014-10,173500,Tennessee
2014-10,215000,Texas
2014-10,249900,Utah
2014-10,229500,Vermont
2014-10,259900,Virginia
2014-10,275100,Washington
2014-10,149900,West Virginia
2014-10,167000,Wisconsin
2014-10,237500,Wyoming
2014-11,169900,Alabama
2014-11,243000,Alaska
2014-11,224900,Arizona
2014-11,144900,Arkansas
2014-11,399900,California
2014-11,320000,Colorado
2014-11,269000,Connecticut
2014-11,258990,Delaware
2014-11,449900,District of Columbia
2014-11,217000,Florida
2014-11,181940,Georgia
2014-11,510000,Hawaii
2014-11,192990,Idaho
2014-11,178000,Illinois
2014-11,133000,Indiana
2014-11,137500,Iowa
2014-11,138250,Kansas
2014-11,149000,Kentucky
2014-11,176000,Louisiana
2014-11,199000,Maine
2014-11,269145,Maryland
2014-11,349900,Massachusetts
2014-11,129400,Michigan
2014-11,199900,Minnesota
2014-11,154900,Mississippi
2014-11,139900,Missouri
2014-11,275000,Montana
2014-11,145000,Nebraska
2014-11,214990,Nevada
2014-11,239900,New Hampshire
2014-11,285000,New Jersey
2014-11,2.00E+05,New Mexico
2014-11,319999.5,New York
2014-11,199000,North Carolina
2014-11,127500,Ohio
2014-11,153599,Oklahoma
2014-11,264900,Oregon
2014-11,174000,Pennsylvania
2014-11,249900,Rhode Island
2014-11,192990,South Carolina
2014-11,173500,South Dakota
2014-11,169900,Tennessee
2014-11,215000,Texas
2014-11,249000,Utah
2014-11,229700,Vermont
2014-11,257000,Virginia
2014-11,265000,Washington
2014-11,149900,West Virginia
2014-11,164900,Wisconsin
2014-11,239000,Wyoming
2014-12,165000,Alabama
2014-12,242000,Alaska
2014-12,222000,Arizona
2014-12,144000,Arkansas
2014-12,381000,California
2014-12,325000,Colorado
2014-12,259900,Connecticut
2014-12,255000,Delaware
2014-12,435000,District of Columbia
2014-12,215000,Florida
2014-12,178990,Georgia
2014-12,515000,Hawaii
2014-12,190000,Idaho
2014-12,169900,Illinois
2014-12,129900,Indiana
2014-12,135000,Iowa
2014-12,135900,Kansas
2014-12,147900,Kentucky
2014-12,175000,Louisiana
2014-12,196000,Maine
2014-12,259900,Maryland
2014-12,342000,Massachusetts
2014-12,124900,Michigan
2014-12,199000,Minnesota
2014-12,150000,Mississippi
2014-12,138900,Missouri
2014-12,275000,Montana
2014-12,142900,Nebraska
2014-12,214990,Nevada
2014-12,239000,New Hampshire
2014-12,279000,New Jersey
2014-12,199900,New Mexico
2014-12,319500,New York
2014-12,195990,North Carolina
2014-12,124900,Ohio
2014-12,149900,Oklahoma
2014-12,259900,Oregon
2014-12,169900,Pennsylvania
2014-12,249000,Rhode Island
2014-12,191900,South Carolina
2014-12,169900,South Dakota
2014-12,169900,Tennessee
2014-12,220997,Texas
2014-12,249900,Utah
2014-12,229500,Vermont
2014-12,249950,Virginia
2014-12,249950,Washington
2014-12,149900,West Virginia
2014-12,159900,Wisconsin
2014-12,239000,Wyoming
2015-01,169900,Alabama
2015-01,248250,Alaska
2015-01,227500,Arizona
2015-01,144900,Arkansas
2015-01,399000,California
2015-01,334900,Colorado
2015-01,264000,Connecticut
2015-01,256300,Delaware
2015-01,435000,District of Columbia
2015-01,219900,Florida
2015-01,179990,Georgia
2015-01,525000,Hawaii
2015-01,192500,Idaho
2015-01,169900,Illinois
2015-01,129900,Indiana
2015-01,138500,Iowa
2015-01,137000,Kansas
2015-01,147929.5,Kentucky
2015-01,175500,Louisiana
2015-01,194500,Maine
2015-01,257000,Maryland
2015-01,339900,Massachusetts
2015-01,124900,Michigan
2015-01,199000,Minnesota
2015-01,155000,Mississippi
2015-01,138500,Missouri
2015-01,279000,Montana
2015-01,144900,Nebraska
2015-01,214999,Nevada
2015-01,239000,New Hampshire
2015-01,275000,New Jersey
2015-01,199500,New Mexico
2015-01,325000,New York
2015-01,197500,North Carolina
2015-01,125000,Ohio
2015-01,154900,Oklahoma
2015-01,260000,Oregon
2015-01,169900,Pennsylvania
2015-01,249000,Rhode Island
2015-01,190000,South Carolina
2015-01,169900,South Dakota
2015-01,169900,Tennessee
2015-01,225000,Texas
2015-01,255000,Utah
2015-01,229000,Vermont
2015-01,249500,Virginia
2015-01,259900,Washington
2015-01,149000,West Virginia
2015-01,159900,Wisconsin
2015-01,238000,Wyoming
2015-02,169900,Alabama
2015-02,249900,Alaska
2015-02,232210,Arizona
2015-02,147000,Arkansas
2015-02,410000,California
2015-02,329900,Colorado
2015-02,269500,Connecticut
2015-02,258700,Delaware
2015-02,439250,District of Columbia
2015-02,225000,Florida
2015-02,185000,Georgia
2015-02,529000,Hawaii
2015-02,194800,Idaho
2015-02,175000,Illinois
2015-02,133900,Indiana
2015-02,139800,Iowa
2015-02,139000,Kansas
2015-02,149900,Kentucky
2015-02,179000,Louisiana
2015-02,191650,Maine
2015-02,259941.5,Maryland
2015-02,344900,Massachusetts
2015-02,129900,Michigan
2015-02,2.00E+05,Minnesota
2015-02,159000,Mississippi
2015-02,139900,Missouri
2015-02,279900,Montana
2015-02,149900,Nebraska
2015-02,219900,Nevada
2015-02,238950,New Hampshire
2015-02,279900,New Jersey
2015-02,199900,New Mexico
2015-02,329900,New York
2015-02,199900,North Carolina
2015-02,129900,Ohio
2015-02,157587.5,Oklahoma
2015-02,265000,Oregon
2015-02,170000,Pennsylvania
2015-02,249900,Rhode Island
2015-02,194900,South Carolina
2015-02,169900,South Dakota
2015-02,174900,Tennessee
2015-02,230000,Texas
2015-02,259000,Utah
2015-02,229000,Vermont
2015-02,255000,Virginia
2015-02,269900,Washington
2015-02,149900,West Virginia
2015-02,164800,Wisconsin
2015-02,233250,Wyoming
2015-03,171000,Alabama
2015-03,259500,Alaska
2015-03,237000,Arizona
2015-03,149500,Arkansas
2015-03,424900,California
2015-03,334900,Colorado
2015-03,275000,Connecticut
2015-03,259900,Delaware
2015-03,459000,District of Columbia
2015-03,225000,Florida
2015-03,189000,Georgia
2015-03,525785,Hawaii
2015-03,199000,Idaho
2015-03,187500,Illinois
2015-03,137000,Indiana
2015-03,144000,Iowa
2015-03,149900,Kansas
2015-03,149900,Kentucky
2015-03,179900,Louisiana
2015-03,199000,Maine
2015-03,269000,Maryland
2015-03,349900,Massachusetts
2015-03,133900,Michigan
2015-03,214900,Minnesota
2015-03,159900,Mississippi
2015-03,144900,Missouri
2015-03,275000,Montana
2015-03,156000,Nebraska
2015-03,224290,Nevada
2015-03,239900,New Hampshire
2015-03,285990,New Jersey
2015-03,199950,New Mexico
2015-03,330000,New York
2015-03,199900,North Carolina
2015-03,132900,Ohio
2015-03,159000,Oklahoma
2015-03,269999.5,Oregon
2015-03,177900,Pennsylvania
2015-03,249900,Rhode Island
2015-03,195000,South Carolina
2015-03,175900,South Dakota
2015-03,170000,Tennessee
2015-03,238990,Texas
2015-03,262900,Utah
2015-03,229000,Vermont
2015-03,264950,Virginia
2015-03,276650,Washington
2015-03,149900,West Virginia
2015-03,167500,Wisconsin
2015-03,233450,Wyoming
2015-04,175000,Alabama
2015-04,259900,Alaska
2015-04,239950,Arizona
2015-04,149000,Arkansas
2015-04,429900,California
2015-04,340000,Colorado
2015-04,282950,Connecticut
2015-04,259990,Delaware
2015-04,479000,District of Columbia
2015-04,225000,Florida
2015-04,189900,Georgia
2015-04,530000,Hawaii
2015-04,215000,Idaho
2015-04,190000,Illinois
2015-04,139000,Indiana
2015-04,148000,Iowa
2015-04,157900,Kansas
2015-04,150000,Kentucky
2015-04,180000,Louisiana
2015-04,199500,Maine
2015-04,274900,Maryland
2015-04,358900,Massachusetts
2015-04,139000,Michigan
2015-04,217500,Minnesota
2015-04,159900,Mississippi
2015-04,149000,Missouri
2015-04,282000,Montana
2015-04,164844,Nebraska
2015-04,227500,Nevada
2015-04,245900,New Hampshire
2015-04,295000,New Jersey
2015-04,207000,New Mexico
2015-04,329500,New York
2015-04,205000,North Carolina
2015-04,135000,Ohio
2015-04,159900,Oklahoma
2015-04,275000,Oregon
2015-04,179900,Pennsylvania
2015-04,259000,Rhode Island
2015-04,199900,South Carolina
2015-04,179400,South Dakota
2015-04,176175,Tennessee
2015-04,242000,Texas
2015-04,269900,Utah
2015-04,229000,Vermont
2015-04,274950,Virginia
2015-04,284900,Washington
2015-04,150000,West Virginia
2015-04,169900,Wisconsin
2015-04,229900,Wyoming
2015-05,174900,Alabama
2015-05,261900,Alaska
2015-05,245000,Arizona
2015-05,153000,Arkansas
2015-05,445000,California
2015-05,345000,Colorado
2015-05,285000,Connecticut
2015-05,260000,Delaware
2015-05,499000,District of Columbia
2015-05,227999.5,Florida
2015-05,194900,Georgia
2015-05,515000,Hawaii
2015-05,217500,Idaho
2015-05,199900,Illinois
2015-05,139900,Indiana
2015-05,156975,Iowa
2015-05,164900,Kansas
2015-05,157290,Kentucky
2015-05,184500,Louisiana
2015-05,2.00E+05,Maine
2015-05,279632,Maryland
2015-05,360000,Massachusetts
2015-05,142500,Michigan
2015-05,220000,Minnesota
2015-05,162500,Mississippi
2015-05,149900,Missouri
2015-05,289900,Montana
2015-05,170000,Nebraska
2015-05,233876.5,Nevada
2015-05,249900,New Hampshire
2015-05,298625,New Jersey
2015-05,214900,New Mexico
2015-05,329000,New York
2015-05,214500,North Carolina
2015-05,139000,Ohio
2015-05,160000,Oklahoma
2015-05,279900,Oregon
2015-05,185000,Pennsylvania
2015-05,260000,Rhode Island
2015-05,200884,South Carolina
2015-05,189000,South Dakota
2015-05,183900,Tennessee
2015-05,242000,Texas
2015-05,272200,Utah
2015-05,234000,Vermont
2015-05,279000,Virginia
2015-05,289900,Washington
2015-05,154900,West Virginia
2015-05,172900,Wisconsin
2015-05,234900,Wyoming
2015-06,174900,Alabama
2015-06,260000,Alaska
2015-06,245000,Arizona
2015-06,154500,Arkansas
2015-06,449000,California
2015-06,349000,Colorado
2015-06,287500,Connecticut
2015-06,260990,Delaware
2015-06,492500,District of Columbia
2015-06,229000,Florida
2015-06,195900,Georgia
2015-06,539000,Hawaii
2015-06,221182,Idaho
2015-06,199900,Illinois
2015-06,139950,Indiana
2015-06,157500,Iowa
2015-06,162500,Kansas
2015-06,158900,Kentucky
2015-06,184900,Louisiana
2015-06,203500,Maine
2015-06,279900,Maryland
2015-06,365000,Massachusetts
2015-06,145000,Michigan
2015-06,224900,Minnesota
2015-06,160000,Mississippi
2015-06,149000,Missouri
2015-06,294500,Montana
2015-06,169900,Nebraska
2015-06,234500,Nevada
2015-06,249900,New Hampshire
2015-06,299000,New Jersey
2015-06,217000,New Mexico
2015-06,334900,New York
2015-06,215000,North Carolina
2015-06,139725,Ohio
2015-06,161495,Oklahoma
2015-06,285000,Oregon
2015-06,184900,Pennsylvania
2015-06,269000,Rhode Island
2015-06,199900,South Carolina
2015-06,189900,South Dakota
2015-06,185000,Tennessee
2015-06,243780.5,Texas
2015-06,279000,Utah
2015-06,235000,Vermont
2015-06,279900,Virginia
2015-06,291995,Washington
2015-06,154900,West Virginia
2015-06,174900,Wisconsin
2015-06,235900,Wyoming
2015-07,174500,Alabama
2015-07,265000,Alaska
2015-07,239900,Arizona
2015-07,155000,Arkansas
2015-07,445000,California
2015-07,350000,Colorado
2015-07,285000,Connecticut
2015-07,259990,Delaware
2015-07,464999,District of Columbia
2015-07,229900,Florida
2015-07,197000,Georgia
2015-07,539000,Hawaii
2015-07,223713,Idaho
2015-07,199500,Illinois
2015-07,139900,Indiana
2015-07,154900,Iowa
2015-07,159900,Kansas
2015-07,158900,Kentucky
2015-07,184900,Louisiana
2015-07,209000,Maine
2015-07,274900,Maryland
2015-07,359900,Massachusetts
2015-07,145000,Michigan
2015-07,224900,Minnesota
2015-07,160000,Mississippi
2015-07,147900,Missouri
2015-07,297000,Montana
2015-07,165000,Nebraska
2015-07,235000,Nevada
2015-07,249000,New Hampshire
2015-07,3.00E+05,New Jersey
2015-07,218000,New Mexico
2015-07,328345,New York
2015-07,215000,North Carolina
2015-07,139500,Ohio
2015-07,162500,Oklahoma
2015-07,285000,Oregon
2015-07,179900,Pennsylvania
2015-07,269900,Rhode Island
2015-07,208000,South Carolina
2015-07,198500,South Dakota
2015-07,185000,Tennessee
2015-07,245000,Texas
2015-07,279900,Utah
2015-07,234000,Vermont
2015-07,269995,Virginia
2015-07,289950,Washington
2015-07,151900,West Virginia
2015-07,174900,Wisconsin
2015-07,240000,Wyoming
2015-08,173450,Alabama
2015-08,265000,Alaska
2015-08,245000,Arizona
2015-08,153500,Arkansas
2015-08,449000,California
2015-08,349950,Colorado
2015-08,279000,Connecticut
2015-08,259900,Delaware
2015-08,475000,District of Columbia
2015-08,238990,Florida
2015-08,199000,Georgia
2015-08,545000,Hawaii
2015-08,221900,Idaho
2015-08,195000,Illinois
2015-08,138500,Indiana
2015-08,150000,Iowa
2015-08,152500,Kansas
2015-08,158330,Kentucky
2015-08,184900,Louisiana
2015-08,207000,Maine
2015-08,275000,Maryland
2015-08,359000,Massachusetts
2015-08,144900,Michigan
2015-08,220000,Minnesota
2015-08,160000,Mississippi
2015-08,145000,Missouri
2015-08,294250,Montana
2015-08,165000,Nebraska
2015-08,238000,Nevada
2015-08,246900,New Hampshire
2015-08,299000,New Jersey
2015-08,218000,New Mexico
2015-08,319000,New York
2015-08,215000,North Carolina
2015-08,137400,Ohio
2015-08,162000,Oklahoma
2015-08,286900,Oregon
2015-08,178800,Pennsylvania
2015-08,269900,Rhode Island
2015-08,204000,South Carolina
2015-08,197500,South Dakota
2015-08,184900,Tennessee
2015-08,246990,Texas
2015-08,284000,Utah
2015-08,234000,Vermont
2015-08,274900,Virginia
2015-08,295000,Washington
2015-08,150000,West Virginia
2015-08,174900,Wisconsin
2015-08,240000,Wyoming
2015-09,175000,Alabama
2015-09,265000,Alaska
2015-09,245000,Arizona
2015-09,150000,Arkansas
2015-09,449900,California
2015-09,350000,Colorado
2015-09,279999,Connecticut
2015-09,269900,Delaware
2015-09,494000,District of Columbia
2015-09,239900,Florida
2015-09,199000,Georgia
2015-09,545000,Hawaii
2015-09,224900,Idaho
2015-09,190000,Illinois
2015-09,139000,Indiana
2015-09,149900,Iowa
2015-09,154900,Kansas
2015-09,159000,Kentucky
2015-09,185000,Louisiana
2015-09,2.00E+05,Maine
2015-09,279897,Maryland
2015-09,359900,Massachusetts
2015-09,142900,Michigan
2015-09,220000,Minnesota
2015-09,164900,Mississippi
2015-09,145000,Missouri
2015-09,295000,Montana
2015-09,164900,Nebraska
2015-09,239167.5,Nevada
2015-09,245000,New Hampshire
2015-09,299000,New Jersey
2015-09,218000,New Mexico
2015-09,315000,New York
2015-09,215000,North Carolina
2015-09,135000,Ohio
2015-09,164500,Oklahoma
2015-09,289000,Oregon
2015-09,179900,Pennsylvania
2015-09,269605.5,Rhode Island
2015-09,208640,South Carolina
2015-09,194900,South Dakota
2015-09,184900,Tennessee
2015-09,248000,Texas
2015-09,285000,Utah
2015-09,229900,Vermont
2015-09,274900,Virginia
2015-09,294900,Washington
2015-09,150000,West Virginia
2015-09,174900,Wisconsin
2015-09,242000,Wyoming
2015-10,174500,Alabama
2015-10,268000,Alaska
2015-10,249000,Arizona
2015-10,150100,Arkansas
2015-10,449900,California
2015-10,350000,Colorado
2015-10,279900,Connecticut
2015-10,269900,Delaware
2015-10,499000,District of Columbia
2015-10,242000,Florida
2015-10,197900,Georgia
2015-10,540000,Hawaii
2015-10,225000,Idaho
2015-10,189900,Illinois
2015-10,135000,Indiana
2015-10,149500,Iowa
2015-10,153000,Kansas
2015-10,156000,Kentucky
2015-10,184900,Louisiana
2015-10,205000,Maine
2015-10,274900,Maryland
2015-10,359900,Massachusetts
2015-10,139900,Michigan
2015-10,219900,Minnesota
2015-10,159900,Mississippi
2015-10,144900,Missouri
2015-10,295000,Montana
2015-10,163900,Nebraska
2015-10,239000,Nevada
2015-10,244900,New Hampshire
2015-10,290000,New Jersey
2015-10,215000,New Mexico
2015-10,319000,New York
2015-10,215000,North Carolina
2015-10,133900,Ohio
2015-10,162500,Oklahoma
2015-10,289900,Oregon
2015-10,175000,Pennsylvania
2015-10,269000,Rhode Island
2015-10,208400,South Carolina
2015-10,189900,South Dakota
2015-10,179900,Tennessee
2015-10,249500,Texas
2015-10,285000,Utah
2015-10,230000,Vermont
2015-10,274900,Virginia
2015-10,292000,Washington
2015-10,151500,West Virginia
2015-10,172000,Wisconsin
2015-10,242000,Wyoming
2015-11,173000,Alabama
2015-11,269000,Alaska
2015-11,249899,Arizona
2015-11,149900,Arkansas
2015-11,449000,California
2015-11,350000,Colorado
2015-11,279000,Connecticut
2015-11,268000,Delaware
2015-11,489000,District of Columbia
2015-11,249000,Florida
2015-11,195900,Georgia
2015-11,549000,Hawaii
2015-11,225894,Idaho
2015-11,186900,Illinois
2015-11,135000,Indiana
2015-11,149000,Iowa
2015-11,149900,Kansas
2015-11,155000,Kentucky
2015-11,185000,Louisiana
2015-11,2.00E+05,Maine
2015-11,269900,Maryland
2015-11,359900,Massachusetts
2015-11,139000,Michigan
2015-11,219900,Minnesota
2015-11,159000,Mississippi
2015-11,144900,Missouri
2015-11,294500,Montana
2015-11,164900,Nebraska
2015-11,239200,Nevada
2015-11,244900,New Hampshire
2015-11,289000,New Jersey
2015-11,207500,New Mexico
2015-11,319000,New York
2015-11,214988.5,North Carolina
2015-11,130550,Ohio
2015-11,163900,Oklahoma
2015-11,289900,Oregon
2015-11,174900,Pennsylvania
2015-11,269000,Rhode Island
2015-11,209900,South Carolina
2015-11,189900,South Dakota
2015-11,179900,Tennessee
2015-11,249900,Texas
2015-11,288500,Utah
2015-11,232000,Vermont
2015-11,269900,Virginia
2015-11,289950,Washington
2015-11,150000,West Virginia
2015-11,169900,Wisconsin
2015-11,241700,Wyoming
2015-12,171900,Alabama
2015-12,265000,Alaska
2015-12,248900,Arizona
2015-12,149900,Arkansas
2015-12,444450,California
2015-12,360000,Colorado
2015-12,274900,Connecticut
2015-12,265000,Delaware
2015-12,489000,District of Columbia
2015-12,249900,Florida
2015-12,196357.5,Georgia
2015-12,544000,Hawaii
2015-12,228000,Idaho
2015-12,179900,Illinois
2015-12,130000,Indiana
2015-12,145000,Iowa
2015-12,149000,Kansas
2015-12,151900,Kentucky
2015-12,185000,Louisiana
2015-12,199900,Maine
2015-12,264900,Maryland
2015-12,350000,Massachusetts
2015-12,134900,Michigan
2015-12,215556,Minnesota
2015-12,156340,Mississippi
2015-12,139900,Missouri
2015-12,294500,Montana
2015-12,164805.5,Nebraska
2015-12,239000,Nevada
2015-12,242500,New Hampshire
2015-12,279000,New Jersey
2015-12,204900,New Mexico
2015-12,319000,New York
2015-12,214000,North Carolina
2015-12,129900,Ohio
2015-12,163500,Oklahoma
2015-12,289000,Oregon
2015-12,169900,Pennsylvania
2015-12,264000,Rhode Island
2015-12,210040,South Carolina
2015-12,189900,South Dakota
2015-12,179900,Tennessee
2015-12,252990,Texas
2015-12,289999,Utah
2015-12,233000,Vermont
2015-12,265995,Virginia
2015-12,286500,Washington
2015-12,150000,West Virginia
2015-12,169900,Wisconsin
2015-12,239000,Wyoming
2016-01,170000,Alabama
2016-01,265000,Alaska
2016-01,249008,Arizona
2016-01,149900,Arkansas
2016-01,439950,California
2016-01,369500,Colorado
2016-01,274900,Connecticut
2016-01,265500,Delaware
2016-01,496000,District of Columbia
2016-01,249500,Florida
2016-01,196000,Georgia
2016-01,559000,Hawaii
2016-01,229000,Idaho
2016-01,179900,Illinois
2016-01,130000,Indiana
2016-01,147900,Iowa
2016-01,145000,Kansas
2016-01,150000,Kentucky
2016-01,187700,Louisiana
2016-01,199000,Maine
2016-01,263000,Maryland
2016-01,350000,Massachusetts
2016-01,130000,Michigan
2016-01,219000,Minnesota
2016-01,156100,Mississippi
2016-01,139900,Missouri
2016-01,289000,Montana
2016-01,160000,Nebraska
2016-01,236990,Nevada
2016-01,239900,New Hampshire
2016-01,274900,New Jersey
2016-01,2.00E+05,New Mexico
2016-01,330000,New York
2016-01,216999,North Carolina
2016-01,129900,Ohio
2016-01,164900,Oklahoma
2016-01,288625,Oregon
2016-01,169000,Pennsylvania
2016-01,259900,Rhode Island
2016-01,212990,South Carolina
